"","Local","Evento","A","P","Imed","I30max","EI30","Vol","VolBase","VolSup","Lamina","C","qmax","qmaxs","qmed","Ia","PS","CSSmax","CSSmed","PSesp","CentQ","CentP","Tlw","Tw","Tb","Tlp","Tlpc","Tlc","Tr","Tc","TQC","IH","qmid","Tempo.retorno"
"250","Toledo","19/06/2022",1080000,9.7,2.425,6.8,NA,12.36642096,NA,NA,0.01145039,0.118045255,27.94822432,9.125333093,18.92337375,9.68854961,NA,NA,NA,NA,"20/06/2022 02:10","20/06/2022 02:40",220,240,30,20,30,30,20,20,250,NA,NA,NA
"251","Toledo","12/07/2022",1080000,13.7,4.566666667,10.27,NA,16.11251221,NA,NA,0.014918993,0.108897758,34.20645895,10.76806506,23.91125792,13.68508101,NA,NA,NA,NA,"12/07/2022 03:00","12/07/2022 03:20",40,180,30,10,20,20,10,-100,60,NA,NA,NA
"252","Toledo","18/07/2022",1080000,12.16,4.56,4.68,NA,14.99115182,NA,NA,0.013880696,0.114150462,29.05253333,6.535571661,23.25952116,12.1461193,NA,NA,NA,NA,"18/07/2022 13:40","18/07/2022 14:30",80,160,60,50,60,50,50,-10,150,NA,NA,NA
"253","Toledo","06/08/2022",1080000,59,3.160714286,7.4,NA,26.75067393,NA,NA,0.024769143,0.041981598,28.49848076,8.057772428,21.37287044,58.97523086,NA,NA,NA,NA,"07/08/2022 04:30","07/08/2022 04:00",590,1120,230,150,-30,-30,150,-480,560,NA,NA,NA
"254","Toledo","17/08/2022",1080000,47,4.62295082,8.5,NA,114.5974861,NA,NA,0.106108783,0.225763369,37.19664903,14.7895557,26.76419889,46.89389122,NA,NA,NA,NA,"18/08/2022 01:50","18/08/2022 02:20",150,610,240,80,10,30,80,-290,160,NA,NA,NA
"255","Toledo","19/09/2022",1080000,65.16708861,5.666703358,8.137557959,NA,69.77926915,NA,NA,0.064610434,0.099145805,34.20645895,11.23204645,24.48704638,65.10247818,NA,NA,NA,NA,"19/09/2022 13:20","19/09/2022 16:30",290,690,600,470,190,190,470,-80,480,NA,NA,NA
"256","Toledo","21/09/2022",1080000,47.08232758,3.44504836,9.943231441,NA,33.57688253,NA,NA,0.031089706,0.066032645,42.16284687,10.37576659,26.92580123,47.05123788,NA,NA,NA,NA,"21/09/2022 11:50","21/09/2022 11:50",320,820,250,240,210,0,240,-280,540,NA,NA,NA
"257","Toledo","25/09/2022",1080000,24.3,6.075,6.8,NA,18.66507086,NA,NA,0.017282473,0.071121288,33.03546092,5.162737867,27.33283311,24.28271753,NA,NA,NA,NA,"25/09/2022 07:00","25/09/2022 07:00",90,240,140,130,80,0,130,-60,170,NA,NA,NA
"258","Toledo","25/09/2022",1080000,13,4.875,6.3,NA,10.008,NA,NA,0.009266667,0.071282051,33.04,6.09,26.47772727,12.99073333,NA,NA,NA,NA,"25/09/2022 19:10","25/09/2022 20:00",110,160,30,20,60,50,20,20,180,NA,NA,NA
"259","Toledo","06/10/2022",1080000,49.586,5.833647059,26.21,NA,74.928,NA,NA,0.069377778,0.139914044,99.3,51.13,51.94698113,49.51662222,NA,NA,NA,NA,"06/10/2022 08:50","06/10/2022 09:00",50,510,40,10,10,10,10,-420,70,NA,NA,NA
"260","Toledo","10/10/2022",1080000,16.1,5.366666667,9.6,NA,13.422,NA,NA,0.012427778,0.077191166,59.05,9.94,48.17615385,16.08757222,NA,NA,NA,NA,"10/10/2022 09:30","10/10/2022 10:00",150,180,30,20,30,30,20,10,190,NA,NA,NA
"261","Toledo","10/10/2022",1080000,29.784,10.512,18.768,NA,77.118,NA,NA,0.071405556,0.23974468,93.35,40.12,60.889,29.71259444,NA,NA,NA,NA,"10/10/2022 23:50","11/10/2022 00:10",30,170,70,30,20,20,30,-80,70,NA,NA,NA
"262","Toledo","11/10/2022",1080000,58.7,7.656521739,12.2,NA,164.352,NA,NA,0.152177778,0.25924664,88.35,22.52,70.1614,58.54782222,NA,NA,NA,NA,"11/10/2022 10:50","11/10/2022 13:30",90,460,350,40,-30,160,40,-90,80,NA,NA,NA
"263","Toledo","13/10/2022",1080000,24.543,10.51842857,14.645,NA,20.472,NA,NA,0.018955556,0.077234061,77.07,16.76,62.24333333,24.52404444,NA,NA,NA,NA,"13/10/2022 18:20","13/10/2022 18:40",20,140,20,10,20,20,10,-90,40,NA,NA,NA
"264","Toledo","19/10/2022",1080000,113.322,5.190320611,17.238,NA,710.094,NA,NA,0.657494444,0.580200177,136.71,62.23,84.63263514,112.6645056,NA,NA,NA,NA,"20/10/2022 06:50","20/10/2022 17:10",500,1310,1380,320,-140,620,320,110,360,NA,NA,NA
"265","Toledo","30/10/2022",1080000,29.4,11.76,16,NA,73.044,NA,NA,0.067633333,0.230045351,119.76,35.04,91.56235294,29.33236667,NA,NA,NA,NA,"30/10/2022 06:10","30/10/2022 06:40",40,150,60,30,30,30,30,-50,70,NA,NA,NA
"266","Toledo","31/10/2022",1080000,53.1,5.4,15.4,NA,131.13,NA,NA,0.121416667,0.228656623,116.11,28.02,90.1795082,52.97858333,NA,NA,NA,NA,"31/10/2022 03:20","31/10/2022 01:30",180,590,230,30,-130,-110,30,-340,60,NA,NA,NA
"267","Toledo","13/11/2022",1080000,55.794,12.87553846,22.542,NA,189.7797,NA,NA,0.175721944,0.314947744,200.87,112.47,93.02851852,55.61827806,NA,NA,NA,NA,"13/11/2022 08:20","13/11/2022 08:51",80,260,60,41,31,31,41,-130,111,NA,NA,NA
"268","Toledo","04/12/2022",1080000,24.8,6.763636364,12.9,NA,44.1,NA,NA,0.040833333,0.164650538,70.88,14.43,59.155,24.75916667,NA,NA,NA,NA,"04/12/2022 02:00","04/12/2022 02:30",70,220,100,50,30,30,50,-70,100,NA,NA,NA
"269","Toledo","02/01/2023",1080000,40.8,9.066666667,23.3,NA,93.234,NA,NA,0.086327778,0.211587691,89.17,45.52,51.49612903,40.71367222,NA,NA,NA,NA,"02/01/2023 06:40","02/01/2023 07:00",10,270,70,20,20,20,20,-190,60,NA,NA,NA
"270","Toledo","14/01/2023",1080000,97.6,20.19310345,37.9,NA,541.302,NA,NA,0.501205556,0.513530282,165.63,120.72,67.61578947,97.09879444,NA,NA,NA,NA,"14/01/2023 17:40","14/01/2023 18:20",160,290,190,80,50,40,80,30,220,NA,NA,NA
"271","Toledo","03/02/2023",1080000,20,17.14285714,14.4,NA,48.864,NA,NA,0.045244444,0.226222222,48.01,19.71,30.9068,19.95475556,NA,NA,NA,NA,"03/02/2023 15:00","03/02/2023 15:30",20,70,80,30,30,30,30,30,120,NA,NA,NA
"272","Toledo","14/02/2023",1080000,38.2,11.46,12.6,NA,75.732,NA,NA,0.070122222,0.183566027,40.27,17.89,26.20821429,38.12987778,NA,NA,NA,NA,"14/02/2023 14:20","14/02/2023 16:00",70,200,200,150,100,100,150,20,180,NA,NA,NA
"273","Toledo","14/02/2023",1080000,86.3,8.090625,14.4,NA,133.296,NA,NA,0.123422222,0.143015321,56.92,21.24,34.94818182,86.17657778,NA,NA,NA,NA,"15/02/2023 05:40","15/02/2023 03:30",370,640,560,40,-310,-130,40,-60,70,NA,NA,NA
"274","Toledo","20/02/2023",1080000,61,6.421052632,9,NA,66.978,NA,NA,0.062016667,0.101666667,38.42,11.88,27.18266667,60.93798333,NA,NA,NA,NA,"20/02/2023 12:30","20/02/2023 13:00",210,570,290,190,30,30,190,-230,250,NA,NA,NA
"275","Toledo","23/02/2023",1080000,31.8,7.632,14.1,NA,26.166,NA,NA,0.024227778,0.07618798,36.59,12.62,26.73740741,31.77577222,NA,NA,NA,NA,"23/02/2023 22:20","23/02/2023 22:30",60,250,70,40,10,10,40,-150,80,NA,NA,NA
"276","Toledo","28/02/2023",1080000,51.8,34.53333333,38.3,NA,216.846,NA,NA,0.200783333,0.387612613,85.07,62.24,44.38368421,51.59921667,NA,NA,NA,NA,"28/02/2023 15:30","28/02/2023 16:10",20,90,110,40,40,40,40,40,70,NA,NA,NA
"277","Toledo","02/03/2023",1080000,23.5,12.81818182,15.9,NA,37.182,NA,NA,0.034427778,0.146501182,41.53,15.78,30.87333333,23.46557222,NA,NA,NA,NA,"02/03/2023 16:30","02/03/2023 16:50",20,110,70,30,30,20,30,-20,50,NA,NA,NA
"278","Toledo","09/03/2023",1080000,25.3,10.12,19.4,NA,27.492,NA,NA,0.025455556,0.100614844,40.27,14.55,27.23952381,25.27454444,NA,NA,NA,NA,"09/03/2023 15:40","09/03/2023 16:10",80,150,50,20,30,30,20,-10,130,NA,NA,NA
"279","Toledo","10/03/2023",1080000,28.3,24.25714286,25.7,NA,43.032,NA,NA,0.039844444,0.14079309,52.74,25.54,30.24470588,28.26015556,NA,NA,NA,NA,"10/03/2023 16:50","10/03/2023 17:20",50,70,40,20,30,30,20,30,100,NA,NA,NA
"280","Toledo","13/04/2023",1080000,22.8,12.43636364,20.8,NA,20.772,NA,NA,0.019233333,0.084356725,36.65,13.41,25.28625,22.78076667,NA,NA,NA,NA,"13/04/2023 18:10","13/04/2023 18:30",10,110,40,20,20,20,20,-60,50,NA,NA,NA
"281","Toledo","17/04/2023",1080000,35,8.4,16.5,NA,24.13531198,NA,NA,0.022347511,0.063850032,30.90757768,6.338134104,26.51822512,34.97765249,NA,NA,NA,NA,"17/04/2023 17:00","17/04/2023 17:20",30,250,150,10,-10,20,10,-90,40,NA,NA,NA
"282","Toledo","02/05/2023",1080000,26.4,6.886956522,10.9,NA,12.072,NA,NA,0.011177778,0.042340067,31.14,5.02,26.088,26.38882222,NA,NA,NA,NA,"02/05/2023 23:40","03/05/2023 00:20",130,230,60,40,50,40,40,-30,190,NA,NA,NA
"283","Toledo","07/05/2023",1080000,32.4,21.6,19.3,NA,24.498,NA,NA,0.022683333,0.070010288,36.17,11.3,29.29692308,32.37731667,NA,NA,NA,NA,"07/05/2023 21:50","07/05/2023 22:20",10,90,60,20,20,30,20,-20,40,NA,NA,NA
"284","Toledo","11/06/2023",1080000,27,3.857142857,7.1,NA,26.904,NA,NA,0.024911111,0.092263374,30.4,8.41,23.638,26.97508889,NA,NA,NA,NA,"12/06/2023 00:00","11/06/2023 23:50",110,420,120,30,-20,-10,30,-240,100,NA,NA,NA
"285","Toledo","23/06/2023",1080000,19.2,5.236363636,8.6,NA,27.972,NA,NA,0.0259,0.134895833,27.88,9.8,19.7525,19.1741,NA,NA,NA,NA,"23/06/2023 14:40","23/06/2023 15:20",160,220,80,20,30,40,20,30,190,NA,NA,NA
"286","Toledo","09/07/2023",1080000,23.1,3.553846154,8.2,NA,38.43,NA,NA,0.035583333,0.154040404,37.08,14.34,21.18724638,23.06441667,NA,NA,NA,NA,"09/07/2023 22:30","09/07/2023 23:30",100,390,180,160,80,60,160,-190,200,NA,NA,NA
"287","Toledo","10/07/2023",1080000,25.3,11.67692308,15.1,NA,40.068,NA,NA,0.0371,0.146640316,42.16,19.52,24.01974359,25.2629,NA,NA,NA,NA,"10/07/2023 10:20","10/07/2023 10:40",40,130,60,20,20,20,20,-30,160,NA,NA,NA
"288","Toledo","09/08/2023",1080000,35.6,4.359183673,7.9,NA,14.718,NA,NA,0.013627778,0.038280275,26.32,6.67,17.99226415,35.58637222,NA,NA,NA,NA,"09/08/2023 07:00","09/08/2023 06:30",100,490,50,30,-30,-30,30,-400,180,NA,NA,NA
"289","Toledo","02/09/2023",1080000,59.5,12.75,22.9,NA,136.026,NA,NA,0.12595,0.211680672,61.21,41.53,23.72769231,59.37405,NA,NA,NA,NA,"02/09/2023 05:30","02/09/2023 06:00",70,280,110,70,40,30,70,-130,190,NA,NA,NA
