"","Local","Evento","A","P","Imed","I30max","EI30","Vol","VolBase","VolSup","Lamina","C","qmax","qmaxs","qmed","Ia","PS","CSSmax","CSSmed","PSesp","CentQ","CentP","Tlw","Tw","Tb","Tlp","Tlpc","Tlc","Tr","Tc","TQC","IH","qmid","Tempo.retorno"
"1","DoisVizinhos","08/06/2021",640100,36.4,8.241509434,37.99125683,4073.530445,1097.739698,905.3010541,192.4386444,0.300638407,0.82592969,89.06722101,NA,29.88743976,36.09936159,NA,NA,NA,NA,"280","150",25,265,325,235,245,290,NA,95,NA,NA,NA,NA
"2","DoisVizinhos","10/06/2021",640100,16.8,3.200653061,23.56342857,999.2279266,633.0862036,560.9347326,72.15147095,0.112719061,0.670809892,43.60951889,NA,24.1739785,16.69070951,NA,NA,NA,NA,"183","81",80,315,130,250,10,255,NA,NA,NA,NA,NA,NA
"3","DoisVizinhos","18/06/2021",640100,72.71,2.947791165,13.75635877,2303.732773,2473.360335,1559.613567,913.7467676,1.427506277,1.963228494,61.81754041,NA,21.71779609,71.28467579,NA,NA,NA,NA,"651","909",910,40,805,900,135,440,NA,25,NA,NA,NA,NA
"4","DoisVizinhos","15/07/2021",640100,21.99,4.798498749,18.82201835,933.5236614,316.4588666,294.0798085,22.37905811,0.034961816,0.158967062,19.12490712,NA,12.99046867,21.95815745,NA,NA,NA,NA,"180","122",120,275,185,295,40,155,NA,5,NA,NA,NA,NA
"5","DoisVizinhos","27/07/2021",640100,25.8,4.763076923,14.69039146,803.66186,513.4501186,485.9136083,27.53651026,0.043019076,0.166740603,18.3929341,NA,11.08992662,25.75698092,NA,NA,NA,NA,"337","101",100,325,175,315,105,350,NA,NA,NA,NA,NA,NA
"6","DoisVizinhos","14/09/2021",640100,50.4,8.172972973,19.34545455,1997.650703,721.0213181,558.275348,162.74597,0.254250851,0.504465975,55.08148898,NA,19.59916235,50.14574915,NA,NA,NA,NA,"276","171",170,370,340,245,90,150,NA,15,NA,NA,NA,NA
"7","DoisVizinhos","04/01/2022",640100,16.62,5.38938126,23.5857868,531.4875299,272.2004912,224.318078,47.8824132,0.074804582,0.450161985,14.70864705,7.817947051,9.91256225,16.5424543,17.01433123,0.206808817,0.055160477,0.026580739,"190","55",55,185,200,60,155,160,35,40,0,NA,NA,NA
"8","DoisVizinhos","13/01/2022",640100,17.7,11.8,19.97821782,460.9413092,237.2944816,190.0199171,47.27456455,0.073854967,0.417259702,19.8848349,12.2508349,10.07091597,17.62614503,20.49666336,0.331185462,0.063091827,0.032021033,"150","30",30,90,110,45,110,125,40,25,10,NA,NA,NA
"9","DoisVizinhos","14/01/2022",640100,34.6,2.162424916,10.64615385,377.1734351,503.0356822,406.7954825,96.24019978,0.15035182,0.434542831,45.74227796,30.60867796,16.68269145,34.44964818,66.86298424,0.54447795,0.08457887,0.104457091,"305","605",605,960,145,710,185,290,120,80.00000001,35,NA,NA,NA
"10","DoisVizinhos","23/03/2022",640100,60.82,9.731756522,39.50086957,3351.221888,1298.005358,692.4143319,605.5910263,0.946088152,1.555465388,91.81722073,71.94012073,46.66938051,59.87739011,175.797252,0.362143925,0.098624065,0.274640294,"180","130",130,375,270,150,95,115,85,75,35.00000001,NA,NA,NA
"11","DoisVizinhos","24/03/2022",640100,35.79,4.052227383,34.05896414,1670.052105,1018.059116,754.5375029,263.5216127,0.411688194,1.150138089,101.8362355,71.6352355,45.49515079,35.38298702,76.88033443,0.259069864,0.05479448,0.120106756,"135","270",270,530,120,220,115,65,19.99999999,45,0,NA,NA,NA
"12","DoisVizinhos","04/04/2022",640100,53.48,7.210882539,29.37448071,2122.429392,955.4213775,672.4775082,282.9438693,0.442030728,0.826523639,82.18285837,58.61435837,35.93602006,53.03868144,59.00913059,0.188455628,0.049819283,0.092187362,"185","160",160,445,205,185,95.00000001,120,90,110,50,NA,NA,NA
"13","DoisVizinhos","11/04/2022",640100,48.97,9.96031204,46.025878,3101.379413,1096.879086,740.0601304,356.8189558,0.557442518,1.138299069,55.71088891,28.68018891,33.06154488,48.41409168,54.97988544,0.259069864,0.047624612,0.08589265,"245","100",100,295,330,275,4.999999995,180,240,70,220,NA,NA,NA
"14","DoisVizinhos","12/04/2022",640100,37.37,7.118669131,26.51090573,1209.423614,1731.486427,1253.992237,477.4941896,0.745968114,1.996007426,72.94480322,41.46730322,38.08965696,36.62704483,59.51043403,0.070303373,0.03065453,0.092970527,"280","170",170,755,290,280,120,230,160,95,135,NA,NA,NA
"15","DoisVizinhos","13/04/2022",640100,10.49,10.49390019,14.36007394,189.6773765,431.5677339,363.3063035,68.26143044,0.106641822,1.016226764,33.21370244,16.36770244,20.7352755,10.38725836,11.44809002,0.042264829,0.025538136,0.017884846,"140","25",25,60,140,50,100,125,39.99999999,90,5.000000006,NA,NA,NA
"16","DoisVizinhos","22/04/2022",640100,71.43,16.80675157,83.84089347,9266.15232,871.4875671,701.1525464,170.3350208,0.266106891,0.372549007,72.94480322,44.66280322,44.38206891,71.16258727,61.43327152,0.206808817,0.060778546,0.095974491,"135","100",100,255,125,170,50,120,85,70.00000001,55,NA,NA,NA
"17","DoisVizinhos","22/04/2022",640100,64.64,14.36380298,58.54810997,5516.332642,2673.349794,1785.773435,887.5763587,1.386621401,2.145240293,221.2267768,158.8837768,81.24859648,63.250492,474.4464588,0.738112721,0.093010616,0.741206778,"170","145",145,270,280,195,50,100,120,85,0,NA,NA,NA
"18","DoisVizinhos","03/05/2022",640100,37.23,6.981038961,60.7761039,3570.246832,1396.420573,1103.674951,292.7456222,0.457343575,1.228354701,148.6901556,114.9897556,64.20503768,36.77486422,118.0544458,0.462261223,0.057963089,0.184431254,"135","40",40,320,80,35.00000001,115,110,20,35,5.000000006,NA,NA,NA
"19","DoisVizinhos","11/05/2022",640100,7.23,3.614754098,8.43442623,65.42314824,581.862983,529.2067586,52.65622438,0.082262497,1.137871275,28.39009476,5.790094759,21.98018255,7.1472457,18.08047506,0.087985002,0.029415236,0.028246329,"180","35",35,120,145,30,165,160,15,40,4.999999995,NA,NA,NA
"20","DoisVizinhos","27/05/2022",640100,82.33,4.222152321,13.78959108,1277.376139,4563.019824,3403.448254,1159.571571,1.811547525,2.200296579,78.31185406,45.00785406,52.92205586,80.52042274,156.3860066,0.106873616,0.033352585,0.244314961,"705","545",545,1170,1095,550,330,335,375,100,355,NA,NA,NA
"21","DoisVizinhos","28/05/2022",640100,25.35,0.719112419,11.35613383,335.1260323,9466.058701,7630.328986,1835.729716,2.867879575,11.31379807,97.648199,45.71747234,58.17323186,22.48063344,275.5181276,0.049898659,0.027661253,0.43042982,"1375","695",695,2115,1840,1345,65,715,1310,260,4.999999995,NA,NA,NA
"22","DoisVizinhos","01/06/2022",640100,79.43,2.253221688,20.94736842,1754.622605,9466.058701,7630.328986,1835.729716,2.867879575,3.610782169,97.648199,45.71747234,58.17323186,76.55755902,275.5181276,0.049898659,0.027661253,0.43042982,"1375","695",695,2115,1840,1345,65,715,1310,260,4.999999995,NA,NA,NA
"23","DoisVizinhos","06/06/2022",640100,14.13,3.324789916,9.305357143,148.4020477,840.6825729,799.9679622,40.71461075,0.063606641,0.450141777,52.35708429,10.97658429,41.70782689,14.0667505,22.13815808,0.049898659,0.025059162,0.034585468,"145","80",80,255,160,105,55,80,90,30,4.999999995,NA,NA,NA
"24","DoisVizinhos","17/06/2022",640100,21.95,2.177035701,12.17969543,300.4603439,2116.40999,1968.057436,148.3525534,0.231764651,1.055789949,69.24003139,19.59203139,49.5941764,21.720012,60.92260758,0.097278436,0.027086653,0.095176703,"310","185",185,605,230,210,160,185,150,65,140,NA,NA,NA
"25","DoisVizinhos","11/07/2022",640100,30.57,3.1895901,24.49688141,926.8111592,1100.680574,803.995027,296.6855472,0.463498746,1.516341756,75.2665971,45.8390971,41.50514758,30.10340638,121.5492607,0.453503214,0.083007496,0.189891049,"175","245",245,575,250,285,125,165,50,170,10,NA,NA,NA
"26","DoisVizinhos","16/07/2022",640100,12.27,3.774898785,8.842105263,120.8341856,526.6858343,489.14478,37.54105434,0.058648734,0.478046305,30.29157823,6.322578235,23.0366739,12.20977232,14.81183557,0.066071557,0.026448344,0.023139877,"135","80",80,195,120,125,105,150,30,40,9.999999991,NA,NA,NA
"27","DoisVizinhos","18/07/2022",640100,27.91,2.96337518,17.50651163,565.0817109,1175.608508,1089.319335,86.28917282,0.134805769,0.483086212,52.30045675,18.03845675,31.26810737,27.77031051,58.91090571,0.225840936,0.043923088,0.09203391,"275","190",190,565,305,340,10,160,265,35,250,NA,NA,NA
"28","DoisVizinhos","06/08/2022",640100,60.55,3.243555041,14.43924051,948.0113411,2359.515771,1924.023465,435.4923067,0.680350425,1.123685084,78.39995416,47.00995416,34.43982356,59.86601033,172.1399481,0.272889491,0.056439041,0.268926649,"605","615",615,1120,900,865,-15,235,620,25,25,NA,NA,NA
"29","DoisVizinhos","07/08/2022",640100,35.61,2.810988508,16.08006329,650.9773404,2132.579228,1857.500192,275.0790353,0.429743845,1.20694715,60.57027501,20.83027501,43.5105335,35.17611059,80.82851258,0.057834235,0.036161947,0.12627482,"370","230",230,760,375,360,120,250,250,120,4.999999995,NA,NA,NA
"30","DoisVizinhos","16/08/2022",640100,13.71,1.337114767,4.514728682,55.77299831,1024.075811,884.0155639,140.0602471,0.218809947,1.596520541,40.10643855,16.47743855,26.80771219,13.48661641,42.27239028,0.087985002,0.037427574,0.066040291,"275","200",200,615,250,225,145,170,130,30,65,NA,NA,NA
"31","DoisVizinhos","17/08/2022",640100,26.04,4.883035782,25.52582781,835.9329475,559.9607299,496.0371696,63.92356035,0.099864959,0.383483881,55.65400026,27.50800026,29.48963142,25.94163614,35.92195465,0.225840936,0.049855787,0.056119285,"145","200",200,320,160,245,45,90,100,60,0,NA,NA,NA
"32","DoisVizinhos","17/08/2022",640100,29.39,5.782303767,15.98587196,573.4497927,2539.464947,2103.52319,435.9417573,0.681052581,2.317027302,134.5352943,70.8467943,66.39813889,28.7123249,376.0587743,0.553990325,0.111652439,0.587500038,"295","145",145,305,300,230,95,180,200,55,10,NA,NA,NA
"33","DoisVizinhos","19/09/2022",640100,45.43,2.243542435,13.46125461,986.953432,2054.494818,1776.467107,278.0277112,0.434350431,0.956050738,66.80530753,35.22980753,29.21093879,44.99738389,116.665009,0.170781368,0.045411629,0.182260598,"515","370",370,1215,480,530,175,335,340,110,55,NA,NA,NA
"34","DoisVizinhos","25/09/2022",640100,52.01,3.782608696,26.58333333,1776.530254,2852.942074,2238.776383,614.1656908,0.959483973,1.844775872,85.90715001,48.78915001,51.00053869,51.05138559,193.4243026,0.200615651,0.059657176,0.302178257,"420","255",255,825,430,325,205,275,215,175,150,NA,NA,NA
"35","DoisVizinhos","28/09/2022",640100,33.83,2.039815659,11.63937824,669.0559091,2667.421719,2391.433353,275.9883666,0.431164453,1.27461844,42.48715399,18.11815399,28.59691012,33.39577855,94.82648175,0.092594001,0.03404845,0.14814323,"740","380",380,995,780,145,650,415,90,170,65,NA,NA,NA
"36","DoisVizinhos","06/10/2022",640100,28.29,2.782401157,27.84803922,946.0399807,1146.753263,986.1164575,160.6368056,0.250955797,0.88715377,85.90715001,51.42465001,39.65368118,28.0367893,10.90034513,0.410844716,0.051430512,0.017029128,"205","285",285,610,200,300,105,120,100,25,4.999999995,NA,NA,NA
"37","DoisVizinhos","10/10/2022",640100,207.99,5.378964942,32.30183639,8819.749914,20637.46157,17023.52147,3613.940106,5.645899244,2.714548937,642.011001,529.701001,133.7126124,202.3407452,3821.108218,1.512979153,0.095521478,5.969548849,"1520","1140",1140,2320,1995,1785,105,540,1625,390,5.000000006,NA,NA,NA
"38","DoisVizinhos","13/10/2022",640100,52.63,3.737134431,40.14824281,2696.544756,3877.527445,3564.329738,313.1977073,0.489294965,0.929665186,180.6991411,70.58614107,117.265055,52.14201494,84.65632593,0.238906197,0.035387413,0.132254844,"240","195",195,845,165,250,165,220,75,65,205,NA,NA,NA
"39","DoisVizinhos","19/10/2022",640100,39.4,8.919828856,56.32156134,3341.452082,1785.966165,1508.363127,277.603038,0.433686983,1.100842637,225.6188657,140.9283657,107.6594453,38.9622238,148.5801933,0.378075776,0.065078319,0.232120283,"105","60",60,265,70,55,85,80,20,40,4.999999995,NA,NA,NA
"40","DoisVizinhos","20/10/2022",640100,38.52,2.395053643,7.587360595,295.1867038,6479.43119,5544.114812,935.3163781,1.461203528,3.79331933,158.608678,52.87867801,120.4870542,37.05924257,239.4011916,0.053828729,0.035497498,0.374005923,"410","550",550,965,560,790,105,345,305,155,120,NA,NA,NA
"41","DoisVizinhos","29/10/2022",640100,26.49,21.18934023,35.52703752,1384.429189,932.4835186,807.4985013,124.9850173,0.19525858,0.737195507,128.7359256,42.79192563,85.69988131,26.29141671,72.02466887,0.27991246,0.063383169,0.112520964,"65","40",40,75,65,65,35,60,30,25,25,NA,NA,NA
"42","DoisVizinhos","29/10/2022",640100,38.54,10.51104316,36.47865459,1935.82085,2067.060265,1494.215155,572.8451102,0.894930652,2.322053027,194.126265,122.635265,102.2607621,37.64556094,141.6344858,0.259069864,0.054318028,0.221269311,"125","75",75,220,215,55,100,80,25,40,0,NA,NA,NA
"43","DoisVizinhos","30/10/2022",640100,32.83,2.35909862,21.56998706,879.1264013,4218.398534,3846.070223,372.328311,0.5816721,1.77172744,179.8650139,85.92701394,94.80832175,32.24911703,171.8801309,0.137469634,0.03660501,0.268520748,"365","540",540,835,460,630,140,230,225,30,4.999999995,NA,NA,NA
"44","DoisVizinhos","31/10/2022",640100,23.63,3.501010972,24.1076326,695.9813375,2918.608089,2755.502118,163.1059706,0.254813264,1.078263209,180.6991411,74.66014108,119.745361,23.3770108,113.7095716,0.097278436,0.036708941,0.177643449,"170","110",110,405,55,90,145,125,25,35,0,NA,NA,NA
"45","DoisVizinhos","12/11/2022",640100,27.73,2.893353162,21.67243461,712.1964688,1413.289503,1306.647431,106.6420722,0.166602206,0.600845353,86.95425615,54.468,60.23928697,27.5613656,70.09138384,0.21307742,0.044534561,0.109500678,"170","290",290,575,290,270,155,135,15,30,15.00000001,NA,NA,NA
"46","DoisVizinhos","13/11/2022",640100,44.46,5.17984802,24.2221328,1304.008678,3303.036199,2515.011207,788.0249923,1.231096692,2.76897585,156.2166545,83.62289469,90.01652542,43.22926548,226.165716,0.301433984,0.058130991,0.353328724,"280","250",250,515,425,400,0,150,280,90,250,NA,NA,NA
"47","DoisVizinhos","21/11/2022",640100,26.3,2.176613949,30.28571429,1069.322164,1305.027887,1128.415441,176.6124455,0.275913835,1.049072041,114.5252635,61.89326354,54.20302111,26.02483805,129.6347058,0.582980069,0.066962616,0.202522584,"150","355",355,725,99.99999999,435,135,215,15,25,15,NA,NA,NA
"48","DoisVizinhos","30/11/2022",640100,73.07,13.49010989,42.51428571,4536.192205,2169.820171,1410.339037,759.4811345,1.186503881,1.623758978,215.5248691,154.3823691,79.85332461,71.88492469,424.9463007,0.674022873,0.125538462,0.663874864,"165","85",85,325,175,145,55,115,110,60,64.99999999,NA,NA,NA
"49","DoisVizinhos","12/12/2022",640100,13.75,3.055967078,16.97037037,288.406107,813.0712318,670.0001082,143.0711236,0.223513707,1.62533533,121.6953974,82.13339736,45.10264724,13.52833815,149.914712,0.738112721,0.106534844,0.234205143,"100","40",40,270,55,30,80,70,20,30,5.000000006,NA,NA,NA
"50","DoisVizinhos","18/12/2022",640100,31.12,6.328609352,35.32048193,1580.553912,686.3103186,571.2350426,115.0752759,0.179777028,0.577770207,76.91972589,45.93272589,33.97793581,30.93588562,71.26161835,0.362143925,0.069456284,0.111328884,"120","40",40,295,75,60.00000001,90,110,30,45,10,NA,NA,NA
"51","DoisVizinhos","18/12/2022",640100,29.43,5.886746988,16.81927711,653.2159188,1223.945541,836.7287121,387.2168293,0.604931775,2.055232801,264.5621049,207.6111049,68.50168618,28.82880316,328.6773944,0.804918285,0.11960041,0.513478198,"120","190",190,300,130,285,40,135,80,35,4.999999995,NA,NA,NA
"52","DoisVizinhos","18/12/2022",640100,6.73,8.073253013,10.09156627,81.50256573,582.478697,482.1930085,100.2856885,0.156671908,2.328755084,83.89925914,40.776,50.74171717,6.571038935,27.76901873,0.106873616,0.042786704,0.043382313,"70","20",19.99999999,50,70,25,50,55,20,50,5.000000006,NA,NA,NA
"53","DoisVizinhos","27/12/2022",640100,16.29,5.431372549,20.36764706,439.8837962,346.1469569,261.5761659,84.57079098,0.132121217,0.810852234,51.30242213,32.43042213,26.60252265,16.16199643,48.0586692,0.386154856,0.106596182,0.075079939,"80","50",50.00000001,180,130,65,55,70,25,110,15,NA,NA,NA
"54","DoisVizinhos","28/12/2022",640100,7.74,2.159917921,8.961764706,82.4796522,467.3159583,387.2264849,80.08947339,0.125120252,1.616602156,39.96691332,20.762,26.27130247,7.61458563,29.17089215,0.111784361,0.057112769,0.045572398,"115","50",50.00000001,215,135,70,60.00000001,80,54.99999999,70.00000001,35,NA,NA,NA
"55","DoisVizinhos","02/01/2023",640100,25.35,5.069620253,14.87088608,429.8664839,895.9621665,813.7539256,82.20824086,0.128430309,0.506666388,48.57836105,25.16436105,33.04758092,25.21967096,57.65741318,0.206808817,0.057714735,0.090075634,"185","120",120,300,275,95.00000001,155,130,30,39.99999999,5.000000006,NA,NA,NA
"56","DoisVizinhos","03/01/2023",640100,46.56,8.730821918,19.95616438,1193.959989,1675.366696,1190.442733,484.9239631,0.757575321,1.626941588,151.9458704,110.0813704,56.69322434,45.80680824,235.0744249,0.516393446,0.097314708,0.367246407,"210","165",165,320,250,120,90,45,120,40,4.999999995,NA,NA,NA
"57","DoisVizinhos","13/01/2023",640100,4.91,1.369302326,2.944,13.03695188,647.054239,533.5932261,113.4610129,0.177255137,3.612536751,73.02838802,38.99988802,36.3241275,4.72941153,103.070751,0.535041012,0.113392386,0.161022889,"120","175",175,390,135,205,50,80,70.00000001,35,10,NA,NA,NA
"58","DoisVizinhos","14/01/2023",640100,8.34,0.263410526,3.925333333,28.30929153,872.1464986,717.9915624,154.1549363,0.240829458,2.887181805,42.30568452,22.537,28.98504177,8.100503875,32.16055341,0.148271799,0.035172826,0.050243014,"210","760",760,1900,245,595,155,10,55,50.00000001,45,NA,NA,NA
"59","DoisVizinhos","10/02/2023",640100,13.92,0.922633819,2.140983607,6.192078279,512.2173945,384.5188721,127.6985224,0.19949777,1.433545053,73.50782388,41.36882388,40.23960051,13.71689567,94.32590993,0.59279419,0.142058353,0.147361209,"75","50",50,905,85,700,35,685,40,665,25,NA,NA,NA
"60","DoisVizinhos","14/02/2023",640100,22.75,2.067995529,33.7204918,1056.999935,488.6367232,392.7279506,95.90877262,0.149834046,0.658670519,66.86687699,38.66037699,35.14256563,22.59811677,56.34215255,0.370072132,0.088421906,0.08802086,"85","400",400,660,80,420,55,75,30,39.99999999,5.000000006,NA,NA,NA
"61","DoisVizinhos","23/02/2023",640100,28.13,0.620588235,39.94238683,1498.809906,2327.267797,1995.992006,331.2757912,0.517537559,1.839588478,37.29268314,22.75585998,29.57488239,27.61579577,NA,NA,NA,NA,"610","480",480,2720,755,690,300,510,310,115,290,NA,NA,NA
"62","DoisVizinhos","03/03/2023",640100,34.35,16.48916299,58.39911894,3124.854005,881.4835498,597.1392487,284.3443011,0.444218561,1.293121485,188.298089,148.624589,65.97521349,33.90820435,266.1187797,1.234780005,0.160570963,0.415745633,"80","50.00000001",50.00000001,125,75,65,55,70,25,25.00000001,4.999999995,NA,NA,NA
"63","DoisVizinhos","05/04/2023",640100,17.21,4.214367852,21.86934985,493.9804305,195.3869528,174.85292,20.5340328,0.032079414,0.186414268,24.32282786,12.694,16.58728561,17.17658932,24.61129266,0.410844716,0.102801022,0.038449137,"65","90",90,245,70.00000001,130,50,90,15.00000001,60.00000001,5.000000006,NA,NA,NA
"64","DoisVizinhos","06/04/2023",640100,39.8,2.567422351,17.56718266,776.3024221,1019.758086,756.0936113,263.6644748,0.411911381,1.035082046,76.17967208,51.31717208,30.49193202,39.38313506,108.7300806,0.462261223,0.07391699,0.16986421,"230","50.00000001",50.00000001,930,295,675,70.00000001,695,160,64.99999999,0,NA,NA,NA
"65","DoisVizinhos","13/04/2023",640100,19.94,3.62589928,18.73381295,516.7642099,306.8498429,231.1706849,75.67915805,0.118230211,0.592857119,44.76608644,30.35398644,19.10940302,19.82421583,55.89030147,0.582980069,0.123707137,0.087314953,"100","155",155,330,90,175,55,75,45,50,5,NA,NA,NA
"66","DoisVizinhos","16/04/2023",640100,16.9,4.945993031,25.8452381,604.4032279,263.6581507,218.5929377,45.06521295,0.070403395,0.416617482,44.76608644,29.45678644,17.41049913,16.82840613,31.6498637,0.287010865,0.080411837,0.049445186,"95","50",50,205,80,210,50,210,45,40,10,NA,NA,NA
"67","DoisVizinhos","17/04/2023",640100,30.09,8.398489882,30.61666667,1209.215459,652.3420576,431.5892847,220.7527729,0.344872321,1.145961237,97.80324765,73.24334765,46.70375325,29.74971642,122.7637693,0.535041012,0.127221644,0.191788423,"85","50",50,215,100,90,55,95,30,80,5,NA,NA,NA
"68","DoisVizinhos","17/04/2023",640100,17.39,9.487603306,23.60606061,549.5995471,453.4088236,341.316808,112.0920155,0.175116412,1.00676683,76.17967208,46.01767208,42.73132356,17.21882298,41.98292354,0.165040821,0.078206386,0.06558807,"60","70",70,110,70,100,40,70,20,40,10,NA,NA,NA
"69","DoisVizinhos","25/04/2023",640100,13.61,2.864561404,8.373333333,125.3429582,670.0141693,605.8620279,64.15214138,0.100222061,0.736565859,37.0972862,22.53256115,26.20687032,13.50644461,23.41837017,0.070303373,0.03273881,0.036585487,"185","190",190,285,195,290,45,145,140,60,5,NA,NA,NA
"70","DoisVizinhos","25/04/2023",640100,25.37,5.744512233,26.06506849,830.7763551,771.9107832,659.1358804,112.7749028,0.176183257,0.694455093,73.44271245,40.37071246,44.04068537,25.19381674,82.57184508,0.31615885,0.08332562,0.128998352,"115","155",155,265,75,160,90,95,25,20,0,NA,NA,NA
"71","DoisVizinhos","02/05/2023",640100,25.55,2.114606083,16.54375,503.7099225,739.0836074,605.5524079,133.5311995,0.208609904,0.816448271,66.77412541,36.14862541,35.01833917,25.34229287,67.81854096,0.238906197,0.072035502,0.105949916,"150","430",430,725,170,485,40,95,110,25,5,NA,NA,NA
"72","DoisVizinhos","07/05/2023",640100,14.69,4.100866807,16.12840909,294.4961767,473.4070793,389.2507365,84.15634282,0.131473743,0.894697355,42.51857032,19.15357032,27.05895307,14.56329898,30.35954518,0.15937571,0.055204046,0.047429379,"120","145",145,215,130,195,45,95,75,60,45,NA,NA,NA
"73","DoisVizinhos","27/05/2023",640100,39.42,5.256410256,17.17094017,791.3188798,1153.845225,792.1271728,361.7180523,0.56509616,1.433414651,74.96152258,50.77552258,31.14149193,38.85798076,124.0934786,0.394309373,0.078470167,0.193865769,"300","220",220,450,425,335,5,120,295,65,65,NA,NA,NA
"74","DoisVizinhos","11/06/2023",640100,37.97,3.142371898,7.399345794,298.1298073,1434.940694,1313.276387,121.6643078,0.190070782,0.500577153,43.76426379,18.36216379,22.73239904,37.78025632,63.62572331,0.097278436,0.03960377,0.099399661,"520","370",370,725,680,625,80,175,600,65,10,NA,NA,NA
"75","DoisVizinhos","14/06/2023",640100,29.17,0.589470121,6.577606838,170.8713854,2033.679376,1801.399571,232.2798048,0.362880495,1.244008588,38.28296138,21.68596138,25.27025364,28.80737592,56.20815235,0.106873616,0.025885519,0.087811517,"680","950",950,2969,655,465,455,30,225,75,20,NA,NA,NA
"76","DoisVizinhos","09/07/2023",640100,7.04,12.07072243,13.68015209,142.3335955,359.480733,331.3171091,28.16362382,0.043998787,0.624871404,47.68398852,36.775,41.18780549,6.997255965,NA,NA,NA,NA,"50","20",20,35,60,45,20,45,30,40,NA,NA,NA,NA
"77","DoisVizinhos","09/07/2023",640100,12.67,11.69931559,24.9461597,515.5206919,548.2584475,463.3467721,84.91167538,0.132653766,1.046639257,100.9052571,79.65425713,58.431582,12.54160479,NA,NA,NA,NA,"55","5",5,65,45,20,35,50,20,25,NA,NA,NA,NA
"78","DoisVizinhos","09/07/2023",640100,14.28,6.348305872,17.70372624,318.1323977,992.9531565,898.9166988,94.03645772,0.146909011,1.028508943,77.07679868,48.739,56.88541886,14.1367792,NA,NA,NA,NA,"115","45",45,135,135,40,90,85,25,15,NA,NA,NA,NA
"79","DoisVizinhos","10/07/2023",640100,124.73,5.179133501,41.04045627,6881.08173,13877.33504,9649.477394,4227.85765,6.604995548,5.295400677,699.4916051,45.119244,174.6529776,118.1258029,NA,NA,NA,NA,"700","760",760,1445,840,1100,25,315,725,1135,NA,NA,NA,NA
"80","DoisVizinhos","18/08/2023",640100,11.97,1.544516129,8.108709677,99.83598942,702.4285977,636.1257142,66.30288346,0.103582071,0.865347291,28.52514202,19.841,23.85465215,11.86641793,20.27104015,0.042264829,0.027814185,0.031668552,"75","300",300,465,250,415,75,40,150,95,35,NA,NA,NA
"81","DoisVizinhos","02/09/2023",640100,58.27,4.035394924,22.27513514,1477.113784,2496.963193,1939.209941,557.7532518,0.871353307,1.495286246,54.00022903,36.40822903,32.2306972,57.40199129,85.3515745,0.31615885,0.03023059,0.133341001,"581","315",315,866,786,110,536,331,45,140,20,NA,NA,NA
"82","DoisVizinhos","08/09/2023",640100,70.13,3.128433776,20.89805714,1702.633082,3708.574175,2709.142516,999.4316587,1.561368003,2.226420925,74.62708424,49.42058424,33.01602603,68.56768914,154.2807976,0.15937571,0.031491471,0.241026086,"805","370",370,1345,695,425,455,510,350,160,280,NA,NA,NA
"83","DoisVizinhos","13/09/2023",640100,20.06,2.972132132,17.30108108,436.0457888,604.6124009,546.0898653,58.52253552,0.091427176,0.455725595,72.21638047,27.777,42.56724094,19.97046472,35.08743173,0.148271799,0.044688608,0.054815547,"100","75",75,405,95,100,30,55,70,35,5,NA,NA,NA
"84","Guarapuava","03/01/2022",1180000,21.00176991,8.129717384,15.64837758,4988.441619,710.8216687,588.400997,122.4206717,0.103746332,0.493988518,17.88972848,12.51004267,7.406574329,20.89802358,NA,NA,NA,NA,"155","30.0000001",20.00000001,155,305.0000001,115,94.99999996,124.9999999,135,160,NA,NA,NA,0.0036007
"85","Guarapuava","04/01/2022",1180000,12.1480826,6.94176148,21.00176991,4015.30298,557.5043398,477.4125636,80.09177623,0.067874387,0.5587251,13.6351379,8.0515948,7.495680106,12.08020821,NA,NA,NA,NA,"170.0000001","35.00000007",10.00000008,105,369.9999999,130,120,135,140,270,NA,NA,NA,0.0002648
"86","Guarapuava","05/01/2022",1180000,8.030088496,9.636106202,10.70678466,1477.816285,183.4843365,127.704398,55.77993849,0.047271134,0.588675135,12.9170313,6.718031297,9.281942112,7.982817361,NA,NA,NA,NA,"150","45",29.99999995,49.99999996,265,99.99999993,69.99999998,105,105,265,NA,NA,NA,9.68e-05
"87","Guarapuava","05/01/2022",1180000,2.264896755,5.435752215,4.52979351,235.6678662,322.4845355,303.6102868,18.87424866,0.015995126,0.706218769,10.43155024,2.41765024,8.463999474,2.248901629,NA,NA,NA,NA,"270","140",20.00000002,24.99999999,264.9999999,124.9999999,104.9999999,130,110,279.9999999,NA,NA,NA,3e-07
"88","Guarapuava","16/01/2022",1180000,74.25172653,22.8466851,49.849749,61723.02125,5957.614119,2986.078404,2971.535716,2.518250606,3.391504446,675.3445593,582.0575593,135.2104263,71.73347593,NA,NA,NA,NA,"160","84.99999988",84.99999988,194.9999999,175,89.99999985,4.999999974,75.0000001,80.00000006,60.00000005,NA,NA,NA,4.7821103
"89","Guarapuava","19/01/2022",1180000,10.09202345,20.18404693,20.1840469,3293.551092,450.2474864,342.5921923,107.6552941,0.0912333,0.904013953,27.37151454,15.95002547,18.56198191,10.00079015,NA,NA,NA,NA,"130","35.00000006",9.999999928,29.99999995,185,14.9999999,4.999999974,94.99999997,99.99999994,160,NA,NA,NA,0.001311483
